quando|cidade|pais|nascer_do_sol|por_do_sol|velocidade_vento|ang_vento|visibilidade|temperatura_min|temperatura_max|pressao|umidade|sensacao_termica|condicao_meteorologica|descricao|longitude|latitude
2021-09-21 19:20:55|Clementina|BR|2021-09-21 06:12:10|2021-09-21 18:17:30|1.51|245|10000|31.82|31.82|1007|16|29.66|Clouds|nublado|-50.4492|-21.5597
2021-09-21 19:20:58|Ouro Verde|BR|2021-09-21 06:17:10|2021-09-21 18:22:31|1.97|214|10000|34.79|34.79|1006|14|32.31|Rain|chuva leve|-51.7003|-21.4894
2021-09-21 19:21:02|Arealva|BR|2021-09-21 06:06:02|2021-09-21 18:11:20|2.11|220|10000|35.19|35.19|1008|19|33.14|Clouds|nublado|-48.9111|-22.0286
dado_indisponivel|Santo Antônio do Aracanguá|BR|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dados_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel
2021-09-21 19:21:09|Estrela d'Oeste|BR|2021-09-21 06:11:57|2021-09-21 18:17:20|0.68|242|10000|31.44|31.44|1007|15|29.31|Clear|céu limpo|-50.3986|-20.2861
2021-09-21 19:21:12|Guaraçaí|BR|2021-09-21 06:15:12|2021-09-21 18:20:34|1.47|266|10000|32.88|32.88|1007|14|30.54|Clouds|algumas nuvens|-51.2099|-21.0338
2021-09-21 19:21:16|Irapuru|BR|2021-09-21 06:15:45|2021-09-21 18:21:05|2.62|181|10000|33.06|33.06|1007|15|30.73|Clouds|nuvens dispersas|-51.345|-21.5708
2021-09-21 19:21:19|Saltinho|BR|2021-09-21 06:01:07|2021-09-21 18:06:23|9.25|145|10000|20.41|20.41|1013|74|20.44|Clouds|nublado|-47.6769|-22.8467
dado_indisponivel|Icém|BR|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dados_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel
2021-09-21 19:21:26|Águas da Prata|BR|2021-09-21 05:57:16|2021-09-21 18:02:34|2.64|143|10000|27.5|27.5|1010|43|27.43|Clouds|nublado|-46.7167|-21.9367
2021-09-21 19:21:30|Iepê|BR|2021-09-21 06:14:42|2021-09-21 18:19:59|2.53|223|10000|33.13|33.13|1007|25|31.52|Clouds|nublado|-51.0761|-22.6606
2021-09-21 19:21:33|Macaubal|BR|2021-09-21 06:10:13|2021-09-21 18:15:35|1.61|218|10000|35.12|35.12|1007|16|32.77|Clouds|nuvens dispersas|-49.9639|-20.8058
2021-09-21 19:21:37|Monte Alegre do Sul|BR|2021-09-21 05:57:08|2021-09-21 18:02:24|7.64|141|10000|19.32|19.32|1013|81|19.42|Clouds|nublado|-46.6799|-22.6819
2021-09-21 19:21:40|Bilac|BR|2021-09-21 06:12:15|2021-09-21 18:17:36|1.43|272|10000|32.14|32.14|1007|15|29.92|Clouds|nublado|-50.4706|-21.4033
2021-09-21 19:21:44|Irapuã|BR|2021-09-21 06:08:01|2021-09-21 18:13:21|1.79|252|10000|35.67|35.67|1007|17|33.44|Clouds|nublado|-49.4102|-21.2792
2021-09-21 19:21:47|Lindóia|BR|2021-09-21 05:57:01|2021-09-21 18:02:17|5.34|147|10000|21.93|21.93|1012|73|22.08|Clouds|nublado|-46.65|-22.5231
2021-09-21 19:21:51|Itobi|BR|2021-09-21 05:58:17|2021-09-21 18:03:36|4.55|166|10000|28.45|28.45|1008|30|27.43|Clouds|nuvens dispersas|-46.975|-21.7369
2021-09-21 19:21:54|Tapiraí|BR|2021-09-21 06:00:28|2021-09-21 18:05:41|4.14|158|1163|14.17|14.17|1018|96|14.15|Clouds|nublado|-47.5072|-23.9636
2021-09-21 19:21:58|Catiguá|BR|2021-09-21 06:06:36|2021-09-21 18:11:57|4.25|224|10000|35.19|35.19|1007|17|32.93|Clouds|nublado|-49.0583|-21.0494
2021-09-21 19:22:01|Ibirarema|BR|2021-09-21 06:10:42|2021-09-21 18:15:58|1.68|295|10000|32.35|32.35|1007|19|30.25|Clouds|nuvens dispersas|-50.0725|-22.8175
2021-09-21 19:22:05|Sud Mennucci|BR|2021-09-21 06:14:03|2021-09-21 18:19:25|1.89|196|10000|32.81|32.81|1007|16|30.54|Clouds|nuvens dispersas|-50.9239|-20.6908
2021-09-21 19:22:08|Ribeirão Grande|BR|2021-09-21 06:03:54|2021-09-21 18:09:07|5.85|143|597|14.88|14.88|1017|94|14.88|Clouds|nublado|-48.3679|-24.1011
2021-09-21 19:22:12|São Pedro do Turvo|BR|2021-09-21 06:09:22|2021-09-21 18:14:38|2.57|288|10000|31.78|31.78|1008|18|29.69|Clouds|nublado|-49.7397|-22.7469
dado_indisponivel|Barra do Turvo|BR|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dados_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel
2021-09-21 19:22:19|Guatapará|BR|2021-09-21 06:02:19|2021-09-21 18:07:38|0.81|204|10000|34.88|34.88|1007|23|33.29|Clouds|nublado|-47.9833|-21.4833
2021-09-21 19:22:22|Restinga|BR|2021-09-21 06:00:18|2021-09-21 18:05:39|0.92|18|10000|32.69|32.69|1009|21|30.7|Clouds|algumas nuvens|-47.4828|-20.6033
2021-09-21 19:22:26|Ipeúna|BR|2021-09-21 06:01:16|2021-09-21 18:06:33|7.23|158|10000|28.87|28.87|1012|68|32.09|Clouds|nuvens dispersas|-47.7151|-22.4355
2021-09-21 19:22:29|Tarabai|BR|2021-09-21 06:16:38|2021-09-21 18:21:56|2.06|210|10000|32.92|32.92|1010|22|31.01|Clear|céu limpo|-51.5592|-22.3025
2021-09-21 19:22:33|Nuporanga|BR|2021-09-21 06:01:17|2021-09-21 18:06:39|1.32|33|10000|33.77|33.77|1008|19|31.64|Clouds|nublado|-47.7306|-20.7308
2021-09-21 17:22:36|Barbosa|CO|2021-09-21 05:43:55|2021-09-21 17:51:03|0.65|136|10000|19.18|19.18|1011|94|19.61|Clouds|nublado|-73.6151|5.9317
2021-09-21 19:22:40|Paulicéia|BR|2021-09-21 05:56:47|2021-09-21 18:02:00|4.92|105|4000|16.36|17.94|1020|89|16.82|Drizzle|garoa de leve intensidade|-46.5858|-23.6667
2021-09-21 19:22:43|Cosmorama|BR|2021-09-21 06:09:28|2021-09-21 18:14:51|2.04|228|10000|35.11|35.11|1007|15|32.68|Clear|céu limpo|-49.7778|-20.4778
2021-09-21 19:22:47|Lavrinhas|BR|2021-09-21 05:50:01|2021-09-21 17:55:17|2.7|199|10000|23.16|27.06|1015|84|23.72|Clouds|nuvens dispersas|-44.9022|-22.5708
2021-09-21 19:22:50|Jaci|BR|2021-09-21 06:08:39|2021-09-21 18:14:00|2.06|220|10000|34.9|34.9|1011|13|32.36|Clear|céu limpo|-49.57|-20.8822
2021-09-21 19:22:54|Orindiúva|BR|2021-09-21 06:07:45|2021-09-21 18:13:09|2.44|282|10000|33.35|33.35|1007|14|30.97|Clouds|algumas nuvens|-49.3514|-20.1822
2021-09-21 19:22:57|Nova Aliança|BR|2021-09-21 06:08:21|2021-09-21 18:13:42|2.72|200|10000|35.53|35.53|1007|18|33.4|Clouds|nublado|-49.4961|-21.0158
2021-09-21 19:23:01|Jaborandi|BR|2021-09-21 06:04:01|2021-09-21 18:09:23|2.43|267|10000|33.21|33.21|1007|16|30.91|Clouds|nublado|-48.4125|-20.6881
2021-09-21 19:23:04|Santo Antônio da Alegria|BR|2021-09-21 05:58:59|2021-09-21 18:04:19|0.9|204|10000|33.47|33.47|1009|21|31.5|Clouds|nuvens dispersas|-47.1511|-21.0869
2021-09-21 19:23:08|Tuiuti|BR|2021-09-21 05:57:11|2021-09-21 18:02:27|8.55|138|10000|18.93|18.93|1014|83|19.05|Clouds|nublado|-46.6936|-22.8164
2021-09-21 19:23:11|Santo Antônio do Pinhal|BR|2021-09-21 05:53:04|2021-09-21 17:58:20|3.29|172|10000|15.68|22.95|1017|88|17.57|Clouds|nublado|-45.6625|-22.8272
2021-09-21 19:23:15|Anhembi|BR|2021-09-21 06:02:55|2021-09-21 18:08:11|8.99|146|10000|21.06|21.06|1013|75|21.18|Clouds|nublado|-48.1272|-22.7894
2021-09-21 19:23:18|Guarantã|BR|2021-09-21 06:08:45|2021-09-21 18:14:04|1.5|249|10000|31.75|31.75|1007|17|29.63|Clouds|nublado|-49.5897|-21.895
2021-09-21 19:23:22|Natividade da Serra|BR|2021-09-21 05:52:12|2021-09-21 17:57:26|2.94|168|4675|18.3|21.68|1018|94|19.8|Clouds|nublado|-45.4419|-23.3756
2021-09-22 00:23:25|Quintana|ES|2021-09-22 08:06:39|2021-09-22 20:17:34|1.1|136|10000|15.93|16.92|1027|83|16.83|Clouds|nublado|-4.8472|43.4236
2021-09-21 19:23:29|Jambeiro|BR|2021-09-21 05:53:11|2021-09-21 17:58:25|3.6|190|8000|18.43|20.08|1019|77|18.34|Clouds|nublado|-45.6878|-23.2536
2021-09-21 19:23:32|Gália|BR|2021-09-21 06:08:36|2021-09-21 18:13:54|3.55|219|10000|34.39|34.39|1008|18|32.19|Clouds|nuvens dispersas|-49.5528|-22.2914
2021-09-21 19:23:36|Oriente|BR|2021-09-21 05:31:54|2021-09-21 17:37:15|2.57|50|10000|26.94|26.94|1008|74|29.08|Clear|céu limpo|-40.3795|-20.3288
2021-09-21 19:23:39|Itirapuã|BR|2021-09-21 05:59:15|2021-09-21 18:04:36|0.89|324|10000|28.66|28.66|1009|22|27.26|Clouds|algumas nuvens|-47.2192|-20.6408
2021-09-21 16:23:43|Paraíso|CR|2021-09-21 05:24:44|2021-09-21 17:32:13|1.3|32|10000|18.95|20.79|1012|90|20.78|Clouds|nublado|-83.8656|9.8383
2021-09-21 19:23:46|Pardinho|BR|2021-09-21 06:03:55|2021-09-21 18:09:10|6.42|145|10000|16.08|16.08|1014|84|15.94|Clouds|nublado|-48.3736|-23.0811
2021-09-21 19:23:50|Arandu|BR|2021-09-21 06:06:38|2021-09-21 18:11:53|9.68|123|10000|19.88|19.88|1013|74|19.86|Clouds|nublado|-49.0539|-23.1344
2021-09-22 00:23:53|Sales|FR|2021-09-22 07:23:07|2021-09-22 19:34:40|0|0|10000|8.93|13.98|1027|93|10.28|Clear|céu limpo|5.96|45.8758
2021-09-21 19:23:57|Iacri|BR|2021-09-21 06:13:08|2021-09-21 18:18:28|3.66|205|10000|31.94|31.94|1007|16|29.77|Clouds|nublado|-50.6894|-21.8583
2021-09-21 19:24:00|Ubarana|BR|2021-09-21 06:09:14|2021-09-21 18:14:35|0.61|195|10000|35.66|35.66|1007|17|33.43|Clouds|nublado|-49.7175|-21.1656
2021-09-21 19:24:04|Silveiras|BR|2021-09-21 05:49:50|2021-09-21 17:55:05|2.32|191|10000|22.38|22.38|1016|86|22.92|Clouds|nublado|-44.8522|-22.6638
2021-09-21 19:24:07|Taiaçu|BR|2021-09-21 06:04:25|2021-09-21 18:09:46|3.7|220|10000|31.29|31.29|1008|18|29.26|Clouds|nublado|-48.5125|-21.1444
2021-09-21 19:24:11|Taciba|BR|2021-09-21 06:15:32|2021-09-21 18:20:50|2.38|190|10000|33.29|33.29|1007|18|31.09|Clouds|nublado|-51.2847|-22.3897
2021-09-21 17:24:14|Colombia|CO|2021-09-21 05:37:32|2021-09-21 17:44:30|3.73|314|10000|24.81|24.81|1010|86|25.59|Clouds|nublado|-72|4
2021-09-21 19:24:18|Santa Maria da Serra|BR|2021-09-21 06:03:03|2021-09-21 18:08:20|9.09|145|10000|23.39|23.39|1012|69|23.59|Clouds|nublado|-48.1606|-22.5672
2021-09-21 19:24:21|Echaporã|BR|2021-09-21 06:11:12|2021-09-21 18:16:29|1.86|186|10000|30.42|30.42|1008|18|28.53|Clouds|nuvens dispersas|-50.2006|-22.4294
2021-09-21 19:24:25|Pedra Bela|BR|2021-09-21 05:56:11|2021-09-21 18:01:27|5.17|146|10000|17.45|17.45|1015|85|17.47|Rain|chuva moderada|-46.4431|-22.7931
2021-09-21 19:24:28|Águas de Santa Bárbara|BR|2021-09-21 06:07:22|2021-09-21 18:12:38|4.76|148|10000|34.21|34.21|1010|41|36.06|Clouds|nublado|-49.2384|-22.8822
2021-09-21 19:24:32|Poloni|BR|2021-09-21 06:09:39|2021-09-21 18:15:01|2.27|215|10000|35.18|35.18|1007|16|32.83|Clouds|nuvens dispersas|-49.8236|-20.7853
2021-09-21 19:24:35|Coroados|BR|2021-09-21 06:11:30|2021-09-21 18:16:50|1.35|338|10000|32.84|32.84|1007|15|30.54|Clouds|nublado|-50.2814|-21.3519
2021-09-21 19:24:39|Alambari|BR|2021-09-21 06:02:01|2021-09-21 18:07:15|9.6|145|10000|16.95|16.95|1015|86|16.95|Clouds|nublado|-47.898|-23.5503
2021-09-21 19:24:42|Campina do Monte Alegre|BR|2021-09-21 06:04:21|2021-09-21 18:09:35|8.33|133|10000|16.8|16.8|1015|83|16.7|Clouds|nublado|-48.4802|-23.5936
2021-09-21 19:24:46|Santa Albertina|BR|2021-09-21 06:13:15|2021-09-21 18:18:39|0.97|171|10000|32.94|32.94|1006|14|30.6|Clear|céu limpo|-50.7278|-20.0319
2021-09-21 19:24:49|Piacatu|BR|2021-09-21 06:12:46|2021-09-21 18:18:06|2.3|223|10000|32.15|32.15|1007|16|29.95|Clouds|nublado|-50.5966|-21.5902
2021-09-21 19:24:53|Américo de Campos|BR|2021-09-21 06:09:17|2021-09-21 18:14:40|1.7|261|10000|35.36|35.36|1007|14|32.86|Clear|céu limpo|-49.7317|-20.2992
2021-09-21 19:24:56|Santo Antônio do Jardim|BR|2021-09-21 05:57:23|2021-09-21 18:02:41|3.12|146|10000|27.34|27.34|1010|56|28.2|Clouds|nublado|-46.7467|-22.1928
2021-09-21 19:25:00|Caiuá|BR|2021-09-21 06:18:22|2021-09-21 18:23:42|2.94|228|10000|35.06|35.06|1006|14|32.57|Clouds|nublado|-51.9983|-21.8317
dado_indisponivel|Marabá Paulista|BR|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel|dados_indisponivel|dado_indisponivel|dado_indisponivel|dado_indisponivel
2021-09-21 19:25:07|Taquarivaí|BR|2021-09-21 06:05:12|2021-09-21 18:10:26|8.81|137|10000|15.71|15.71|1016|88|15.63|Clouds|nublado|-48.6931|-23.9244
2021-09-21 23:25:10|Novais|PT|2021-09-21 07:18:40|2021-09-21 19:31:40|4.68|67|10000|16.99|18.58|1021|51|17.15|Clear|céu limpo|-8.0208|40.6319
2021-09-21 19:25:14|Três Fronteiras|BR|2021-09-21 06:13:55|2021-09-21 18:19:18|1.55|201|10000|32.57|32.57|1006|16|30.33|Clear|céu limpo|-50.8905|-20.2344
2021-09-21 19:25:17|Luiziânia|BR|2021-09-21 06:11:41|2021-09-21 18:17:01|1.57|212|10000|33.07|33.07|1007|15|30.74|Clouds|nublado|-50.3267|-21.6758
2021-09-21 19:25:21|Fernando Prestes|BR|2021-09-21 06:05:07|2021-09-21 18:10:27|3.91|237|10000|31.14|31.14|1007|18|29.13|Clouds|nublado|-48.6853|-21.2644
2021-09-21 19:25:24|Guaimbê|BR|2021-09-21 06:09:58|2021-09-21 18:15:17|1.17|178|10000|32.29|32.29|1007|17|30.11|Clouds|nublado|-49.8967|-21.91
2021-09-21 19:25:28|Balbinos|BR|2021-09-21 06:07:49|2021-09-21 18:13:08|2.1|266|10000|34.98|34.98|1007|18|32.81|Clouds|nublado|-49.3567|-21.8997
2021-09-21 19:25:31|Barra do Chapéu|BR|2021-09-21 06:06:32|2021-09-21 18:11:45|2.95|140|10000|16.62|16.62|1017|93|16.77|Clouds|nublado|-49.0244|-24.4731
2021-09-21 19:25:35|Braúna|BR|2021-09-21 06:11:39|2021-09-21 18:16:59|1.39|317|10000|32.33|32.33|1007|16|30.11|Clouds|nublado|-50.3175|-21.5015
2021-09-21 19:25:38|Aramina|BR|2021-09-21 06:01:30|2021-09-21 18:06:53|0.98|312|10000|34.25|34.25|1008|18|32.05|Clouds|algumas nuvens|-47.7858|-20.0903
2021-09-21 19:25:42|Santa Ernestina|BR|2021-09-21 06:03:57|2021-09-21 18:09:16|2.93|225|10000|31.5|31.5|1007|19|29.48|Clouds|nublado|-48.3908|-21.4628
2021-09-21 19:25:45|Sabino|BR|2021-09-21 06:08:41|2021-09-21 18:14:01|1.48|314|10000|32.77|32.77|1007|17|30.55|Clouds|nuvens dispersas|-49.5783|-21.4597
2021-09-21 19:25:49|Taiúva|BR|2021-09-21 06:04:11|2021-09-21 18:09:31|3.34|216|10000|31.28|31.28|1008|18|29.25|Clouds|nublado|-48.4517|-21.1239
2021-09-21 19:25:52|Riversul|BR|2021-09-21 06:08:10|2021-09-21 18:13:24|9.28|122|10000|20.73|20.73|1013|75|20.82|Clouds|nublado|-49.4341|-23.8304
2021-09-21 19:25:56|Mendonça|BR|2021-09-21 06:08:42|2021-09-21 18:14:02|1.19|218|10000|35.64|35.64|1007|17|33.41|Clouds|nublado|-49.5808|-21.1667
2021-09-21 19:25:59|Avaí|BR|2021-09-21 06:07:44|2021-09-21 18:13:02|2.83|230|10000|35.04|35.04|1008|18|32.87|Clouds|nublado|-49.3331|-22.1467
2021-09-21 19:26:03|Ipiguá|BR|2021-09-21 06:07:55|2021-09-21 18:13:17|2.06|220|10000|35.13|35.13|1011|13|32.57|Clear|céu limpo|-49.3872|-20.6567
2021-09-21 19:26:06|Salmourão|BR|2021-09-21 06:13:49|2021-09-21 18:19:09|3.02|202|10000|31.95|31.95|1007|16|29.77|Clouds|nublado|-50.8608|-21.6238
2021-09-21 19:26:10|Guzolândia|BR|2021-09-21 06:13:00|2021-09-21 18:18:23|1.54|188|10000|32.28|32.28|1007|15|30.04|Clouds|algumas nuvens|-50.6619|-20.6497
2021-09-21 19:26:13|Pratânia|BR|2021-09-21 06:05:04|2021-09-21 18:10:21|6.99|133|10000|33.45|33.45|1012|64|40.45|Clouds|nublado|-48.6661|-22.8083
2021-09-21 19:26:17|Planalto|BR|2021-09-21 06:22:43|2021-09-21 18:27:50|3.6|141|10000|14.49|16.49|1019|82|16.34|Clouds|nublado|-53.0586|-27.3289
2021-09-21 19:26:20|Álvaro de Carvalho|BR|2021-09-21 06:09:16|2021-09-21 18:14:34|1.98|199|10000|31.28|31.28|1008|18|29.25|Clouds|nublado|-49.7189|-22.0892
2021-09-21 19:26:24|Canitar|BR|2021-09-21 06:09:33|2021-09-21 18:14:49|0.83|285|10000|30.06|30.06|1008|23|28.4|Clouds|nublado|-49.7833|-23.0064
2021-09-21 19:26:27|Nipoã|BR|2021-09-21 06:09:29|2021-09-21 18:14:50|1.96|202|10000|35.58|35.58|1007|17|33.34|Clouds|nuvens dispersas|-49.7778|-20.9133
2021-09-21 16:26:31|Canas|CR|2021-09-21 05:29:36|2021-09-21 17:37:09|1.96|86|10000|27.92|27.92|1009|80|31.9|Clouds|nublado|-85.0931|10.4294
2021-09-21 19:26:34|Analândia|BR|2021-09-21 06:01:03|2021-09-21 18:06:21|8.44|156|10000|28.39|28.39|1011|58|29.79|Clouds|nublado|-47.6631|-22.1264
2021-09-21 19:26:38|Campos Novos Paulista|BR|2021-09-21 06:10:24|2021-09-21 18:15:41|1.48|250|10000|32.1|32.1|1008|18|29.98|Clouds|nuvens dispersas|-49.9987|-22.602
2021-09-21 19:26:41|Itapura|BR|2021-09-21 06:16:23|2021-09-21 18:21:46|2.04|187|10000|34.62|34.62|1006|13|32.09|Clear|céu limpo|-51.5089|-20.6461
2021-09-21 19:26:45|Lagoinha|BR|2021-09-21 05:40:18|2021-09-21 17:45:50|1.64|20|10000|28.15|28.15|1009|37|27.6|Clouds|nuvens dispersas|-42.5025|-16.7193
2021-09-21 18:26:48|Indiana|US|2021-09-21 07:31:53|2021-09-21 19:44:08|0|0|10000|18.81|23.84|1017|65|21.78|Clouds|nublado|-86.2503|40.0003
2021-09-21 19:26:51|Mirassolândia|BR|2021-09-21 06:08:13|2021-09-21 18:13:35|2.65|231|10000|35.01|35.01|1007|16|32.66|Clouds|algumas nuvens|-49.4628|-20.6147
2021-09-21 19:26:55|Narandiba|BR|2021-09-21 06:16:30|2021-09-21 18:21:47|2.25|169|10000|33.07|33.07|1007|18|30.88|Clouds|nublado|-51.5252|-22.4081
2021-09-21 19:26:58|Espírito Santo do Turvo|BR|2021-09-21 06:08:08|2021-09-21 18:13:24|3.19|254|10000|34.82|34.82|1008|18|32.64|Clouds|nublado|-49.4303|-22.6922
2021-09-21 19:27:02|Boracéia|BR|2021-09-21 06:05:31|2021-09-21 18:10:48|4.82|132|10000|34.87|34.87|1009|28|34.1|Clouds|nublado|-48.7789|-22.1931
2021-09-21 19:27:05|Glicério|BR|2021-09-21 06:11:12|2021-09-21 18:16:32|1.42|349|10000|32.92|32.92|1007|16|30.64|Clouds|nublado|-50.2058|-21.3761
2021-09-21 19:27:09|Gastão Vidigal|BR|2021-09-21 06:11:07|2021-09-21 18:16:28|1.4|253|10000|32.31|32.31|1007|15|30.06|Clouds|nuvens dispersas|-50.1869|-20.7986
2021-09-21 19:27:12|Gavião Peixoto|BR|2021-09-21 06:04:22|2021-09-21 18:09:41|2.58|208|10000|32.53|32.53|1008|21|30.54|Clouds|nublado|-48.4947|-21.8389
2021-09-21 19:27:16|Ubirajara|BR|2021-09-21 06:09:03|2021-09-21 18:14:20|3.45|235|10000|34.81|34.81|1008|19|32.73|Clouds|nuvens dispersas|-49.6631|-22.5267
2021-09-21 19:27:19|Santópolis do Aguapeí|BR|2021-09-21 06:12:23|2021-09-21 18:17:42|2.33|219|10000|32|32|1007|16|29.82|Clouds|nublado|-50.4997|-21.6376
2021-09-21 19:27:23|Júlio Mesquita|BR|2021-09-21 06:09:32|2021-09-21 18:14:51|1.74|187|10000|32.24|32.24|1007|17|30.06|Clouds|nublado|-49.7872|-22.0089
2021-09-21 19:27:26|Motuca|BR|2021-09-21 06:02:59|2021-09-21 18:08:19|2.05|217|10000|34.57|34.57|1007|21|32.68|Clouds|nublado|-48.1511|-21.5081
2021-09-21 19:27:30|Ribeirão Corrente|BR|2021-09-21 06:00:43|2021-09-21 18:06:05|0.84|41|10000|29.89|29.89|1008|19|28.12|Clouds|nuvens dispersas|-47.5903|-20.4569
2021-09-21 19:27:33|Coronel Macedo|BR|2021-09-21 06:07:41|2021-09-21 18:12:55|9.51|118|10000|19.02|19.02|1013|78|19.01|Clouds|nublado|-49.3136|-23.6311
2021-09-21 19:27:37|Monteiro Lobato|BR|2021-09-21 05:53:47|2021-09-21 17:59:02|2.93|175|10000|18.73|26|1017|88|19.77|Clouds|nublado|-45.8397|-22.9567
2021-09-21 19:27:40|Pontalinda|BR|2021-09-21 06:12:27|2021-09-21 18:17:50|1.38|193|10000|32.37|32.37|1007|15|30.12|Clear|céu limpo|-50.5233|-20.4408
2021-09-21 19:27:44|Lupércio|BR|2021-09-21 06:09:40|2021-09-21 18:14:57|2.7|217|10000|30.04|30.04|1008|19|28.24|Clouds|nuvens dispersas|-49.8172|-22.415
2021-09-21 19:27:47|Ribeirão do Sul|BR|2021-09-21 06:10:07|2021-09-21 18:15:24|2.13|301|10000|31.99|31.99|1008|19|29.92|Clouds|nublado|-49.9285|-22.7862
2021-09-21 19:27:51|Tejupá|BR|2021-09-21 06:07:56|2021-09-21 18:13:11|8.36|115|10000|20.39|20.39|1012|71|20.34|Clouds|nublado|-49.3772|-23.3437
2021-09-21 19:27:54|João Ramalho|BR|2021-09-21 06:13:28|2021-09-21 18:18:46|3.08|230|10000|32.29|32.29|1008|17|30.11|Clouds|nuvens dispersas|-50.7678|-22.2503
2021-09-21 19:27:58|Santa Cruz da Conceição|BR|2021-09-21 06:00:12|2021-09-21 18:05:30|8.1|157|10000|28.71|28.71|1011|62|30.84|Clouds|nublado|-47.4519|-22.1403
2021-09-21 19:28:01|Murutinga do Sul|BR|2021-09-21 06:15:28|2021-09-21 18:20:50|1.78|272|10000|33.31|33.31|1007|14|30.93|Clouds|algumas nuvens|-51.2775|-20.9933
2021-09-21 19:28:05|Buritizal|BR|2021-09-21 06:01:11|2021-09-21 18:06:34|0.68|349|10000|32.7|32.7|1008|18|30.53|Clouds|nuvens dispersas|-47.7088|-20.1913
2021-09-21 19:28:08|Onda Verde|BR|2021-09-21 06:07:32|2021-09-21 18:12:55|2.91|235|10000|35.12|35.12|1007|16|32.77|Clouds|algumas nuvens|-49.2953|-20.6
2021-09-21 19:28:12|Sandovalina|BR|2021-09-21 06:17:27|2021-09-21 18:22:45|3.09|206|10000|33.25|33.25|1007|18|31.05|Clouds|nublado|-51.7631|-22.4561
2021-09-21 19:25:21|Ocauçu|BR|2021-09-21 06:10:05|2021-09-21 18:15:23|2.41|211|10000|31.04|31.04|1008|19|29.08|Clouds|nuvens dispersas|-49.9228|-22.4389
2021-09-21 19:28:19|Cabrália Paulista|BR|2021-09-21 06:07:45|2021-09-21 18:13:02|3.49|229|10000|34.53|34.53|1008|18|32.34|Clouds|nuvens dispersas|-49.3375|-22.4556
2021-09-21 19:28:22|Itapirapuã Paulista|BR|2021-09-21 06:07:07|2021-09-21 18:12:20|2.79|142|10000|17.98|17.98|1017|93|18.26|Clouds|nublado|-49.1704|-24.5735
2021-09-21 19:28:26|Iporanga|BR|2021-09-21 06:04:49|2021-09-21 18:10:01|1.99|124|8735|18.93|18.93|1018|93|19.31|Clouds|nublado|-48.5931|-24.5856
2021-09-21 19:28:29|Aparecida d'Oeste|BR|2021-09-21 06:13:52|2021-09-21 18:19:15|1.84|185|10000|32.41|32.41|1007|15|30.15|Clouds|algumas nuvens|-50.8797|-20.4494
2021-09-21 19:28:33|Caiabu|BR|2021-09-21 06:15:20|2021-09-21 18:20:38|3.33|174|10000|33.27|33.27|1007|17|31.02|Clouds|nublado|-51.2356|-22.0122
2021-09-21 19:28:36|Populina|BR|2021-09-21 06:12:29|2021-09-21 18:17:54|0.94|120|10000|32.31|32.31|1007|15|30.06|Clear|céu limpo|-50.5375|-19.9328
2021-09-21 19:28:40|Alfredo Marcondes|BR|2021-09-21 06:16:02|2021-09-21 18:21:21|3.03|171|10000|33.21|33.21|1007|17|30.96|Clouds|nublado|-51.4128|-21.9553
2021-09-21 19:28:43|Monte Castelo|BR|2021-09-21 06:16:39|2021-09-21 18:21:59|2.31|241|10000|34.05|34.05|1006|14|31.61|Clouds|algumas nuvens|-51.5686|-21.2994
2021-09-21 19:28:47|Altair|BR|2021-09-21 06:06:36|2021-09-21 18:11:58|3.41|247|10000|34.82|34.82|1007|15|32.4|Clouds|nublado|-49.0589|-20.5236
2021-09-21 19:28:50|Sao Jose do Barreiro|BR|2021-09-21 05:48:44|2021-09-21 17:54:00|1.61|160|10000|23.08|23.08|1016|90|23.79|Clouds|nublado|-44.5805|-22.6452
2021-09-21 19:28:54|Anhumas|BR|2021-09-21 06:15:56|2021-09-21 18:21:14|2.06|210|10000|32.78|32.78|1010|22|30.87|Clear|céu limpo|-51.3873|-22.2956
2021-09-21 19:28:57|Nova Luzitânia|BR|2021-09-21 06:11:25|2021-09-21 18:16:46|1.46|266|10000|32.39|32.39|1007|15|30.13|Clouds|nuvens dispersas|-50.2619|-20.8558
2021-09-21 19:29:01|Alto Alegre|BR|2021-09-21 06:10:50|2021-09-21 18:16:34|1.97|357|10000|32.99|32.99|1008|17|30.75|Clouds|algumas nuvens|-50.1648|-13.2772
